-4.577478666109514593e-01 -6.680059285571996464e-01 -7.030246081039511763e-01 -2.432466216532148118e-01 -1.578055796661256727e+00 -1.021522440118327602e+00 -6.404401387184402994e-01 -8.335122305073110471e-01 3.336104043660621521e-01 -5.864957169319112706e-01 -5.610915869219142982e-01 -1.205940071296948579e+00 -1.110509398206758203e+00 -7.663511503625695109e-01 -1.219156047802667953e+00
-1.231794402523055387e+00 5.824698874444192431e-02 6.172739986489233360e-02 -4.570252595120816164e-01 4.591698241672844683e-01 -4.651466734365037325e-01 7.532642125798425514e-01 1.026833389242988448e-01 7.061901688523130050e-01 1.034572242708927226e+00 -4.140248427794624986e-01 -5.757997135862170657e-01 -1.313103032664359793e+00 -1.201344090506056318e-02 3.633815412669983563e-02
2.840187207277605763e-01 -5.077583376607615051e-01 -4.020083101022426525e-02 2.177196016184185234e-02 -5.555725746197115456e-01 1.055722659262953389e+00 1.707537982974431490e+00 9.799671120105039046e-01 8.748966528391647346e-01 -6.339477241371874183e-02 5.693451494885457542e-01 -1.377742095736715633e-01 2.737656305747050711e-02 4.604448475508250427e-01 2.826598829115762879e-01
5.248814285626198783e-01 -1.858998417716123397e-01 -1.087439322110832357e-01 -2.283812480006075230e-01 -6.880154956028931845e-02 1.607992693653441663e+00 1.273585016452875252e+00 6.083600701229157082e-01 6.573420905773044165e-01 8.188272059129596547e-01 -8.866492349356096536e-01 1.180639710905370565e+00 9.067122048411738189e-02 -5.984067789742921750e-01 -3.981476361207311188e-01
1.387234385119493485e+00 1.432222678873040333e-04 -1.650569590438397960e-01 5.611747115023622140e-02 4.476348414779097173e-01 1.896406466554389159e+00 -2.467023197159652903e-01 -6.324933208082963998e-02 -9.325374181391389294e-01 8.856219817185497778e-01 -6.810281672056762714e-01 -9.413921207907975930e-01 -3.483315365333471969e-01 5.204971613113045237e-01 8.453472480008592527e-01
-5.788243889407719278e-01 -4.544886818968551373e-02 1.465059730004524940e+00 1.439868400460266207e+00 1.876128182749265405e-01 -9.316446136707492442e-01 -1.728487531452847836e+00 -1.383354984728821513e-01 -9.827875104457033384e-01 -9.083097746832833330e-01 1.586913547164205684e-01 -1.833709993790080539e-01 1.351891461033497777e+00 1.689484724574780383e+00 2.315138065957016433e-01
-1.030565181734810709e+00 -3.396244021190303330e-01 6.914697203788912061e-01 -7.891586422359497810e-01 3.023743555057462618e-01 -2.275996814830827830e+00 -2.331449094708399894e+00 -2.369878451579808809e-01 -1.399796412700902160e+00 -1.166359768204342506e+00 5.005272971769567647e-01 3.256764271847342046e-02 5.534860191168167187e-01 -1.197261014472759566e+00 -9.954197278380764180e-01
1.232069746082501416e+00 6.578748418516572327e-01 -8.191787218199090281e-01 -3.369621369438735581e-01 2.410041571462539362e-02 4.708664066307719498e-01 -3.316760742682392515e-01 -1.424009924163415430e+00 -6.159590065148327076e-01 -9.550177761250340236e-01 9.750345397447379714e-02 2.471214572550248789e-01 -1.022469782021501628e+00 -1.336788443735827725e+00 -8.087815491223382391e-01
2.193523094724986411e+00 5.726653834713838487e-01 -8.291795817298158733e-01 -3.090748640754503729e-01 2.620135332906787240e-01 -3.140032951384688631e-02 -6.233709091663095503e-01 -4.684456295519036639e-01 -5.291824251338994589e-01 -1.400320491003805623e+00 -1.506383645057190156e-02 -5.562262767344771097e-01 -1.213170522457173162e+00 4.610616326438100043e-01 1.239237734872494334e+00
-2.525518634137071117e-01 2.644062464290054537e-01 1.037002777114682806e-01 2.553744314013047245e-01 1.525177306129648747e+00 -3.779104976579154007e-01 -5.633158945830626374e-01 5.609281524647460326e-01 5.192126511066479377e-01 -3.707442339471492820e-01 -6.343781660450233950e-01 5.471797895699639369e-01 6.668787381339892351e-01 -9.228739090476592577e-02 -4.154094038483062690e-01
-1.395338467894034151e+00 1.027484629086245604e+00 7.433516124917848023e-02 1.860256505354294099e+00 1.204545008155644581e+00 -7.220786664446655623e-01 5.727899334219102023e-01 3.660675188279357561e-01 1.279076491886377731e+00 1.408651154162088970e+00 3.463281399456278331e-01 1.191770286450507088e+00 6.962062583569676999e-01 -8.604654689143230728e-01 -5.426905099099536001e-01
3.721680669895151977e-02 1.388036375794721833e+00 -2.040961133137603745e-01 1.375189548575092235e+00 1.237165479049439520e+00 4.257042299978991418e-01 1.010775127544755847e+00 -6.626459357890417401e-01 1.600748272241757197e+00 1.312940276047232846e+00 8.916372373276619800e-01 2.384239248017287593e+00 3.183503549379261832e-01 -3.783572137356204772e-03 1.103264414552456829e+00
8.085767020093563850e-01 2.159523276698785299e+00 1.103058816972007694e+00 -1.338764538314538566e+00 -4.887377452460092697e-01 6.311286830823882588e-02 5.512204209073120476e-01 2.935191310344418270e-01 1.009534805231186327e+00 4.859576121219904010e-01 2.952420708513735725e+00 1.038961299315875664e+00 1.188878171528386929e+00 7.229477354998539163e-01 1.319811073086156306e+00
1.220456818793035580e+00 9.682538096798174454e-01 3.812901868075744272e-01 -8.836574823571693438e-01 -8.508792104728882810e-01 3.924773106132802836e-01 1.091826147719735518e+00 4.461414484621935017e-01 3.545385130061075030e-01 1.449162494344421903e+00 1.259060673397627284e+00 -4.718434699635864482e-01 6.869508981382234092e-01 9.251444132033199708e-01 3.192070545796261705e-01
-7.981098843261447140e-01 7.808085425726605244e-01 1.928072877892477166e+00 5.562884921178535835e-01 -4.815730577273883428e-01 1.727152238377827720e+00 2.905277887234770096e-01 2.178247936496849224e+00 -3.129028659075477892e-01 1.158954846871196320e+00 -1.291195462154427265e+00 -5.121744630170530499e-01 1.673584880652234208e+00 1.492659539115315237e+00 2.194305364356146537e+00
-9.587466484682950485e-01 -4.714607903477820439e-01 7.611338084273286952e-01 1.363918136496222067e+00 4.856300990664849104e-01 -1.074809451453180964e+00 6.874049981212364546e-01 8.958839416868914496e-01 -2.983750769853141249e-01 1.092344828047507738e-01 -1.880539197024364340e+00 -1.028934702331615991e+00 2.295014099141913011e+00 2.457290226349883588e-01 7.251384300079461998e-01
