-1.563,-1.1349,-1.4816,-2.3009,-2.579,0.56192,-0.50799,-2.6251,-0.95641,-0.783
-0.80319,-0.63219,-1.4796,-1.5315,0.83061,-3.0787,1.1819,-1.3179,3.8131,1.7922
-0.37374,-2.2399,-0.34766,-0.74414,0.84491,3.5229,3.6536,3.193,-1.5433,-1.6507
1.2412,-1.232,-1.2486,-1.2389,-1.6199,3.5771,2.2042,3.4994,0.74413,1.4504
1.6446,1.4558,0.055844,-0.30708,-2.8677,1.466,1.6304,-2.1056,-1.2983,0.57887
-0.78422,-0.17882,4.7639,1.2106,0.67056,-2.0803,-2.8212,-1.0074,-2.5609,-1.3343
-1.3975,0.60357,0.9439,2.9938,-0.60579,-4.7894,-3.8681,-0.81738,-1.4904,-2.3765
3.3956,1.6571,-0.86443,0.22035,-0.40804,-1.1379,-3.2289,-0.93911,-1.7586,-1.3367
4.4143,1.8305,-0.26065,0.049305,1.2148,0.71504,-1.3794,-1.7299,0.87158,-1.3875
-1.8901,-0.73474,-0.95154,0.716,1.8465,-1.0347,-0.87087,0.12646,0.27809,-1.0767
-4.3124,3.2763,0.23004,4.1482,3.339,-0.74959,-0.89598,0.32713,4.991,1.6252
-1.6889,4.614,0.086469,3.8996,5.8396,-0.47105,2.3828,0.13101,4.5851,2.1171
3.6221,3.3113,2.4768,-0.36811,1.4622,0.18603,0.88484,1.0989,2.1858,2.17
3.1504,2.661,0.82007,-2.52,-2.1959,2.8469,0.94327,1.2901,1.9286,2.9432
-1.9707,0.70466,3.5168,1.512,-0.80744,3.601,-0.1493,5.1194,-0.57352,2.5511
-3.4178,-1.546,5.1718,4.1047,1.0199,-1.9914,-0.32279,4.3592,0.47178,-0.69331
4.7066,-3.8007,-2.0414,2.1132,0.95507,0.088791,0.20275,-3.7266,-1.9751,0.37622
0.398,-2.6868,0.31635,1.735,-0.74845,-0.50513,1.045,1.0099,-5.3328,-1.6065
-1.6036,-1.173,1.663,-0.69132,0.58718,0.62006,-1.5118,2.7821,-2.1339,2.5268
-2.8545,-4.2817,-2.1148,-2.8374,-3.1544,-0.86696,-1.4587,2.2902,0.45806,3.194
0.44615,-1.2678,-5.1353,-4.2967,1.0701,-1.0524,-0.51239,-1.5079,-0.47455,-1.785
3.5047,-2.049,-1.867,-1.7639,2.1917,-0.18002,1.0663,-3.5422,-2.5957,-3.4092
-3.7568,-2.23,1.0485,1.4611,-1.9695,-0.58181,-0.92534,-3.0596,0.94212,-0.084581
-3.209,-2.8686,-0.0075425,-1.0389,-1.7908,3.3865,1.7891,1.6754,4.7469,3.9538
0.46152,-2.1021,-1.1124,-4.6402,-3.9342,4.9703,2.3118,2.861,2.486,2.2589
3.6232,1.8319,-3.8435,-4.0948,-1.7814,0.49443,1.2237,-2.6592,0.63929,0.48867
1.1948,1.85,-1.8763,-2.8809,-0.63525,-3.2794,2.0205,-5.5572,-1.0164,-2.3857
-1.1891,5.5185,-0.263,-0.63298,-1.3029,-1.8633,-0.25042,-1.6708,0.38369,-1.8172
1.3164,3.1524,5.2104,1.2354,3.1968,-0.5255,-0.070703,1.6021,-4.0145,-2.1759
3.1785,0.6914,-0.95356,0.68475,3.5331,2.2896,1.9721,3.0974,-2.2682,-2.1277
2.0956,2.9052,-1.2874,-0.89683,1.1541,2.5954,3.5388,1.3429,-3.3188,-1.1518
1.1424,1.8116,-3.315,-0.24261,-1.5791,-4.1928,0.33176,-1.0295,-3.0569,0.91873
-3.7378,-3.6985,-3.677,1.3478,-3.1795,-2.063,-3.4082,-0.64255,0.19834,-0.14669
-5.8677,-3.4303,-0.15012,-2.0156,-0.72968,-1.5278,-2.2569,0.020225,2.2721,-1.7195
-2.1756,-2.679,-1.0601,-0.8245,-0.6835,-2.0217,-3.0496,-0.6748,1.278,0.078532
-1.7858,1.1961,-1.3456,0.63116,-1.7013,0.64873,-1.0182,-1.474,-1.8209,-0.62203
-0.84384,3.4521,-0.32216,0.8208,0.28819,0.026836,-1.3907,-4.3183,1.7288,-1.7091
-0.77347,3.7743,2.1346,-1.1453,-0.88896,0.17486,-0.54962,-1.6244,-3.5867,-0.61231
-0.98869,-2.5017,0.93669,-1.9752,-2.2179,1.2878,-0.52834,-0.78186,-2.0189,-0.67204
0.46784,-5.1135,-0.25994,0.44259,-0.75698,1.8929,-1.0399,-1.0602,3.4165,1.9571
0.69251,0.47748,0.65787,0.91435,1.3091,2.595,0.4582,2.9407,4.0534,1.6488
0.96472,1.3276,4.8074,2.6664,0.99755,0.12146,2.4771,4.5096,4.1119,3.4664
-1.522,-3.2599,2.3824,3.1677,-0.78367,-2.5825,2.6781,3.2775,-0.074286,-0.54442
-1.6207,-4.2041,-0.52821,1.2616,-2.6287,-1.0776,1.7289,-3.9951,-4.1461,-3.4734
-1.1139,-2.6186,-1.4974,-1.205,-0.59238,-1.2546,0.82818,1.849,-0.11399,-0.23044
1.2881,0.24588,-2.042,-0.54701,0.27727,1.4893,-0.62993,-0.8099,-2.6645,-1.4468
1.0616,0.099148,-0.48284,0.75151,-0.69039,0.14211,0.524,-2.4141,-1.9303,-0.11547
0.31694,0.4523,1.9022,0.10877,4.1312,-1.1082,0.62155,2.2628,-1.7426,2.9796
5.6099,0.75605,2.6918,1.647,0.90531,2.4536,0.18531,1.4707,0.24233,2.6307
5.2804,3.5652,1.0042,2.7907,3.1483,-0.53499,0.89729,1.8011,1.5377,-1.1572
0.2641,6.4537,0.01956,3.8054,4.0509,0.74369,1.2801,0.93376,1.3178,-2.6335
3.2238,2.6014,0.18347,3.8152,0.86585,1.245,0.61437,-1.6953,-1.0665,-1.8963
-1.7931,0.61243,-0.73498,-0.7338,-0.88962,1.9032,0.69235,0.093509,1.123,-0.37454
-1.8525,-1.3655,0.51363,-2.3047,-0.04862,2.6909,0.72456,2.0385,1.3836,-1.0092
-0.92572,2.5595,2.4734,-1.2844,-2.5319,1.6809,1.8725,1.0688,1.9192,2.4691
-1.0719,2.3838,1.6307,0.83356,-0.52885,-1.5371,-0.37416,2.79,2.6911,2.6769
-0.53909,-1.7852,-0.45677,-2.3922,0.38887,-1.2343,-0.13345,-2.0531,0.47163,1.5311
-0.61052,-4.9738,-2.0147,2.8395,1.8394,0.4999,-0.046868,-2.1702,1.2898,2.3471
0.36543,-1.4327,-0.42573,2.2647,2.5012,-0.29704,3.228,3.3077,4.3625,1.7601
-0.72659,0.16775,0.75215,-1.821,3.5733,-0.72276,1.0847,1.1212,0.82759,-1.1318
2.146,2.0288,2.4759,-0.41165,0.25038,5.4519,2.926,2.4739,0.19003,0.15756
-0.30646,-0.44012,2.1742,1.0794,-2.1555,-0.032858,0.79519,2.1028,3.2519,-0.093508
-0.37417,-1.6088,-0.34363,-1.8634,-1.0927,-2.5367,-3.4091,-1.6879,4.8342,3.9432
-0.58307,1.4419,-1.001,-1.1196,2.2651,-2.4986,-4.1327,-7.8325,-1.0781,-1.7224
1.1743,-1.4654,-2.0033,-3.0208,4.2903,-2.6968,-4.2234,-1.7126,-0.93339,-3.2515
2.5635,0.28014,-0.67382,-2.1851,0.25719,0.13776,-2.6184,2.3197,2.8519,0.72236
1.9182,1.1717,-0.64532,2.3131,-1.6163,-1.0159,1.2296,-2.9386,-3.2179,1.0806
-1.0758,-2.5032,-1.7651,3.0589,-1.206,0.37171,0.22241,-2.7259,-4.625,-0.051193
-1.391,0.034097,0.88844,-1.2407,-3.8235,-2.9595,-2.4136,-1.5695,-3.7714,-1.7651
-0.55392,1.1969,-2.1652,-1.8051,-3.2086,-2.5163,1.555,2.1303,1.7315,-0.66028
-0.85885,0.74752,2.7492,2.0035,-0.080364,-1.6265,-1.4351,4.2868,2.5433,0.87971
-1.0162,2.9266,3.803,3.7955,0.72609,3.1365,-1.1881,1.941,-0.98146,-1.0524
-0.87558,4.8234,2.4446,0.95682,-0.61386,0.40645,-0.49921,2.0943,-1.5639,1.4978
-0.55437,0.94635,-1.0117,-4.3117,-3.0404,-0.92894,-1.5664,2.3042,0.96501,-0.54664
0.486,-2.3314,-3.4185,-3.0498,-1.3637,-0.70485,-3.6505,0.12204,0.7679,0.45522
3.81,4.3041,-1.203,-4.451,0.91116,0.1199,-2.7588,2.6942,0.19605,1.7443
3.762,3.7304,0.95615,0.036366,4.0236,2.3852,1.9244,-2.2956,-3.0997,0.24786
0.13523,2.7072,1.7974,0.56643,3.4934,1.2811,1.1143,-2.6348,1.2406,0.15491
-5.0453,0.17261,1.9832,0.60206,2.2836,-1.6661,-1.6896,-4.2942,1.3765,-2.2489
-1.4835,-4.411,-1.7343,-0.224,1.4855,0.54903,1.6677,0.63739,-0.0054017,-1.4873
4.1583,-3.6437,1.1333,0.14779,2.4312,1.231,1.6661,2.1682,-3.1432,0.27066
-0.14869,-2.9462,-3.0584,-1.0381,-2.4993,-1.0294,3.4858,-0.48553,-1.6505,1.3586
-2.0313,-1.0985,-4.391,-2.4383,-5.7099,-1.6315,2.0657,-4.5898,-0.34339,2.882
-2.5533,-2.9126,-3.1956,-2.5372,-4.5878,-0.82479,-0.10956,-0.21763,2.1012,1.7604
-1.3206,1.3198,-2.4307,-1.0784,-3.4556,-0.38657,-0.62865,-1.0376,-0.23986,-0.29846
1.6755,-1.1126,0.077606,3.7983,-1.9155,0.39849,-2.8926,-3.1276,-2.0617,-2.0903
3.0771,-1.346,-2.647,4.2378,-0.38697,0.19851,-2.0629,-3.2642,-1.8981,-3.4805
-0.86782,-1.1406,0.66267,-2.6745,-2.5452,1.5301,-1.3126,2.6672,-0.024914,-4.1921
-4.493,3.4792,1.0061,-0.82815,2.5484,1.3958,-0.42648,3.6326,-0.44068,-1.6351
0.64021,-1.6684,0.56502,-0.3278,-0.21866,-0.82215,-0.35377,-1.0427,-3.3745,-1.2234
-0.66761,-1.5246,1.0868,-1.6429,-3.6134,3.2768,2.8305,3.5225,4.1075,2.0854
1.8017,-3.8454,-0.77833,0.18699,-2.1543,4.56,5.0853,0.63065,2.3571,2.9909
4.5929,0.19931,0.55085,0.37562,-0.79129,-0.21159,3.5327,-1.659,-3.2233,0.080147
-0.55928,-0.20337,1.1255,1.0614,-0.086282,-0.12476,0.14819,0.61018,-3.247,-3.3263
-5.1177,-1.5125,-0.33174,0.41506,0.048306,1.8353,-0.70092,-0.087629,-2.2828,-0.28321
-2.0186,-2.3408,-0.087148,0.084303,1.4209,-1.5089,-1.4763,0.22481,-2.361,3.1053
-1.5509,-1.3345,0.35181,1.6823,-0.015658,-2.0196,-0.11282,-2.9726,-2.8718,1.6501
0.7434,3.8076,0.85334,0.19238,0.29522,2.8397,-1.288,-0.56566,-1.5513,-1.6706
0.71545,4.3013,2.9417,1.3978,1.2945,2.0158,0.58041,0.024813,0.93558,0.31624
-3.1197,-1.8769,1.0055,2.6136,3.0882,-1.2755,-0.13416,3.9848,1.8299,1.5948
-0.56749,-3.5801,0.54735,1.9985,2.8033,2.6169,0.78753,-0.27723,2.0205,1.1486
2.1506,-1.0656,2.6309,-0.39374,2.7221,4.942,2.3955,0.047533,-0.60746,2.7718
3.5051,1.659,1.2545,1.9773,1.7181,-0.28346,3.5021,1.7827,1.7636,2.0786
3.7449,3.5341,-0.55958,1.8619,3.5586,-4.3295,1.4997,3.331,4.163,-0.3686
-0.66418,3.4874,-0.73515,-0.77895,0.64795,-2.8286,-1.2019,-0.52262,2.3464,-0.25612
-5.9817,-2.9367,-1.2558,-3.4141,-1.4241,-1.3859,-1.779,-3.4764,-3.0127,-2.6919
-2.548,-0.065451,-1.19,-0.46453,0.88441,-2.9887,-1.5147,-2.8923,-2.389,-2.8856
1.3076,2.9865,1.0007,-0.057104,3.4395,-1.6545,-1.9234,1.0288,1.1844,0.51203
-1.3017,1.6542,2.4426,-0.22351,-0.93343,-2.369,-0.36119,-0.52991,-0.13272,-2.0017
-1.4848,-0.89225,-0.74088,0.10539,-2.5095,0.054705,2.6303,3.6907,-0.62811,-0.37891
-0.75774,2.7518,1.8978,-1.3656,-0.58455,-1.9017,0.19776,1.9773,1.2447,0.072367
4.6112,2.567,4.8188,2.0416,2.1567,-0.65869,-1.3673,0.95655,2.3716,1.2847
1.4362,0.36548,0.57832,0.99527,-0.93949,1.0729,0.1618,-0.50776,2.0375,4.2855
-0.88684,-5.1544,-4.3522,-1.7018,-1.3048,0.15147,-1.1308,-1.6521,1.4099,2.2989
2.7785,-2.7024,-1.7412,-2.9434,0.31789,-0.29993,2.5161,0.10741,1.2105,-1.4232
5.4846,-0.16122,0.65695,1.7184,0.79763,0.31728,-1.6547,0.59135,-0.21338,-0.34819
3.296,1.4854,0.33264,3.885,3.0196,4.0934,-0.37883,0.47056,1.4537,1.4643
1.0278,-1.0757,-2.2344,2.4599,-0.23431,3.7064,0.53727,4.3116,4.069,5.312
0.79541,0.69086,-0.72506,-0.22594,-1.0097,-0.57308,3.4217,5.5167,3.5488,3.6049
0.43408,4.2909,-0.89188,-0.45086,-2.4484,2.4933,3.5171,2.8726,4.714,2.324
-5.58,-1.0793,-1.3041,-1.1913,-0.86578,0.94503,3.2396,2.0034,4.9173,0.84661
-5.4308,-4.4409,-1.3529,-2.0077,-3.3563,-2.6564,1.7645,-0.36195,-0.082985,-1.8079
-2.1098,-2.0139,-1.268,-1.7343,-0.80543,-3.0051,-0.91068,-3.5094,-4.0318,-3.2625
-2.4767,-2.1333,-2.9078,1.6329,4.8134,0.43282,-1.3435,-0.85879,-1.9142,-2.6087
-0.17074,0.18374,-0.28365,3.6401,0.54499,-0.75364,0.43189,-4.704,-3.6254,0.044065
-1.8452,2.0228,-0.8827,1.7552,0.081872,-2.5931,-1.5824,-2.6291,-2.9631,1.1417
-1.003,-2.6636,-1.2455,-0.84821,0.48025,-0.043846,1.5866,-0.39568,-0.4036,0.80262
0.19738,-0.90611,-0.98706,-3.0676,-4.903,-1.7716,0.065004,-0.58821,-0.36233,-3.1868
0.13533,0.39424,4.4583,-3.3055,-3.129,-0.22138,-1.2885,0.25385,-1.9411,-2.8135
-1.3418,0.0021599,3.8129,-1.4487,0.087566,-1.0906,-1.4402,-0.93836,-1.4686,0.17743
0.706,-0.21839,1.5383,-0.50957,-1.2111,0.32817,-2.6093,-2.3072,-1.6223,-1.117
5.5481,2.9874,1.9991,-2.3203,1.0383,0.55953,-4.5381,-1.3277,-1.2883,-2.4796
4.6756,8.0209,0.33653,-2.0673,1.3846,3.8342,-1.5909,-0.10974,-0.49468,-0.023165
5.0543,4.4001,2.9627,1.4514,3.204,5.1039,0.30603,4.7414,1.8158,2.8711
3.0286,3.0537,-0.49431,0.78866,0.89695,0.89637,0.38653,0.19,3.11,3.1232
0.52967,0.31504,-0.60811,-2.0537,1.2397,-1.0884,-0.69097,-0.5504,0.072855,0.49751
-6.1106,1.6462,-1.8631,-0.87949,-2.486,-3.0194,-0.9066,-0.035274,-1.0022,-0.61842
-3.0946,2.9675,1.0467,-1.3178,2.1213,-1.8814,-1.6996,-2.2174,-1.4938,0.51103
