-1,0,0,0,0,0.35674,-1,0,0,0,0,0.23344,-1,0,0,0,0,0.41253,-1,0,0.28535,0,0,0.42877,-1
-1,0,0,0,0,0.51909,-1,0,0,0,0,0.51892,-1,0,0,0,0,0.39624,-1,0,0.41746,0,0,0.43273,-1
-1,0,0,0,0,0.38133,-1,0,0,0,0,0.47258,-1,0,0,0,0,0.34117,-1,0,0.38636,0,0,0.6,-1
-1,0,0,0,0,0.41139,-1,0,0,0,0,0.50668,-1,0,0,0,0,0.40593,-1,0,0.31677,0,0,0.39044,-1
-1,0,0,0,0,0.42944,-1,0,0,0,0,0.26638,-1,0,0,0,0,0.47143,-1,0,0.33082,0,0,0.56236,-1
-1,0,0,0,0,0.4858,-1,0,0,0,0,0.5254,-1,0,0,0,0,0.24063,-1,0,0.45711,0,0,0.2559,-1
-1,0,0,0,0,0.36001,-1,0,0,0,0,0.469,-1,0,0,0,0,0.48156,-1,0,0.52902,0,0,0.47119,-1
-1,0,0,0,0,0.46686,-1,0,0,0,0,0.51908,-1,0,0,0,0,0.27975,-1,0,0.38433,0,0,0.39802,-1
-1,0,0,0,0,0.23959,-1,0,0,0,0,0.42573,-1,0,0,0,0,0.29435,-1,0,0.31949,0,0,0.54151,-1
-1,0,0,0,0,0.45287,-1,0,0,0,0,0.42193,-1,0,0,0,0,0.30781,-1,0,0.39408,0,0,0.2,-1
-1,0,0,0,0,0.29894,-1,0,0,0,0,0.46145,-1,0,0,0,0,0.45077,-1,0,0.45913,0,0,0.56924,-1
-1,0,0,0,0,0.33564,-1,0,0,0,0,0.43803,-1,0,0,0,0,0.29909,-1,0,0.39518,0,0,0.39805,-1
-1,0,0,0,0,0.4,-1,0,0,0,0,0.36821,-1,0,0,0,0,0.5095,-1,0,0.44282,0,0,0.2126,-1
-1,0,0,0,0,0.48956,-1,0,0,0,0,0.4731,-1,0,0,0,0,0.45779,-1,0,0.46771,0,0,0.40403,-1
-1,0,0,0,0,0.45689,-1,0,0,0,0,0.37444,-1,0,0,0,0,0.36225,-1,0,0.25249,0,0,0.37041,-1
-1,0,0,0,0,0.3766,-1,0,0,0,0,0.41184,-1,0,0,0,0,0.43148,-1,0,0.3649,0,0,0.54435,-1
-1,0,0,0,0,0.46232,-1,0,0,0,0,0.4799,-1,0,0,0,0,0.49409,-1,0,0.4212,0,0,0.30079,-1
-1,0,0,0,0,0.42379,-1,0,0,0,0,0.29922,-1,0,0,0,0,0.3258,-1,0,0.38685,0,0,0.50823,-1
-1,0,0,0,0,0.43899,-1,0,0,0,0,0.4088,-1,0,0,0,0,0.33645,-1,0,0.44437,0,0,0.34404,-1
-1,0,0,0,0,0.30501,-1,0,0,0,0,0.47812,-1,0,0,0,0,0.4569,-1,0,0.37344,0,0,0.31783,-1
-1,0,0,0,0,0.28122,-1,0,0,0,0,0.2,-1,0,0,0,0,0.49863,-1,0,0.43274,0,0,0.34814,-1
-1,0,0,0,0,0.42341,-1,0,0,0,0,0.40215,-1,0,0,0,0,0.29961,-1,0,0.36256,0,0,0.30529,-1
-1,0,0,0,0,0.28141,-1,0,0,0,0,0.29441,-1,0,0,0,0,0.54725,-1,0,0.27827,0,0,0.40557,-1
-1,0,0,0,0,0.39588,-1,0,0,0,0,0.28717,-1,0,0,0,0,0.26507,-1,0,0.49535,0,0,0.37389,-1
-1,0,0,0,0,0.41286,-1,0,0,0,0,0.46565,-1,0,0,0,0,0.28322,-1,0,0.37376,0,0,0.35394,-1
-1,0,0,0,0,0.35674,-1,0,0,0,0,0.23344,-1,0,0,0,0,0.41253,-1,0,0.28535,0,0,0.42877,-1
-1,0,0,0,0,0.51909,-1,0,0,0,0,0.51892,-1,0,0,0,0,0.39624,-1,0,0.41746,0,0,0.43273,-1
-1,0,0,0,0,0.38133,-1,0,0,0,0,0.47258,-1,0,0,0,0,0.34117,-1,0,0.38636,0,0,0.6,-1
-1,0,0,0,0,0.41139,-1,0,0,0,0,0.50668,-1,0,0,0,0,0.40593,-1,0,0.31677,0,0,0.39044,-1
-1,0,0,0,0,0.42944,-1,0,0,0,0,0.26638,-1,0,0,0,0,0.47143,-1,0,0.33082,0,0,0.56236,-1
-1,0,0,0,0,0.4858,-1,0,0,0,0,0.5254,-1,0,0,0,0,0.24063,-1,0,0.45711,0,0,0.2559,-1
-1,0,0,0,0,0.36001,-1,0,0,0,0,0.469,-1,0,0,0,0,0.48156,-1,0,0.52902,0,0,0.47119,-1
-1,0,0,0,0,0.46686,-1,0,0,0,0,0.51908,-1,0,0,0,0,0.27975,-1,0,0.38433,0,0,0.39802,-1
-1,0,0,0,0,0.23959,-1,0,0,0,0,0.42573,-1,0,0,0,0,0.29435,-1,0,0.31949,0,0,0.54151,-1
-1,0,0,0,0,0.45287,-1,0,0,0,0,0.42193,-1,0,0,0,0,0.30781,-1,0,0.39408,0,0,0.2,-1
-1,0,0,0,0,0.29894,-1,0,0,0,0,0.46145,-1,0,0,0,0,0.45077,-1,0,0.45913,0,0,0.56924,-1
-1,0,0,0,0,0.33564,-1,0,0,0,0,0.43803,-1,0,0,0,0,0.29909,-1,0,0.39518,0,0,0.39805,-1
-1,0,0,0,0,0.4,-1,0,0,0,0,0.36821,-1,0,0,0,0,0.5095,-1,0,0.44282,0,0,0.2126,-1
-1,0,0,0,0,0.48956,-1,0,0,0,0,0.4731,-1,0,0,0,0,0.45779,-1,0,0.46771,0,0,0.40403,-1
-1,0,0,0,0,0.45689,-1,0,0,0,0,0.37444,-1,0,0,0,0,0.36225,-1,0,0.25249,0,0,0.37041,-1
-1,0,0,0,0,0.3766,-1,0,0,0,0,0.41184,-1,0,0,0,0,0.43148,-1,0,0.3649,0,0,0.54435,-1
-1,0,0,0,0,0.46232,-1,0,0,0,0,0.4799,-1,0,0,0,0,0.49409,-1,0,0.4212,0,0,0.30079,-1
-1,0,0,0,0,0.42379,-1,0,0,0,0,0.29922,-1,0,0,0,0,0.3258,-1,0,0.38685,0,0,0.50823,-1
-1,0,0,0,0,0.43899,-1,0,0,0,0,0.4088,-1,0,0,0,0,0.33645,-1,0,0.44437,0,0,0.34404,-1
-1,0,0,0,0,0.30501,-1,0,0,0,0,0.47812,-1,0,0,0,0,0.4569,-1,0,0.37344,0,0,0.31783,-1
-1,0,0,0,0,0.28122,-1,0,0,0,0,0.2,-1,0,0,0,0,0.49863,-1,0,0.43274,0,0,0.34814,-1
-1,0,0,0,0,0.42341,-1,0,0,0,0,0.40215,-1,0,0,0,0,0.29961,-1,0,0.36256,0,0,0.30529,-1
-1,0,0,0,0,0.28141,-1,0,0,0,0,0.29441,-1,0,0,0,0,0.54725,-1,0,0.27827,0,0,0.40557,-1
-1,0,0,0,0,0.39588,-1,0,0,0,0,0.28717,-1,0,0,0,0,0.26507,-1,0,0.49535,0,0,0.37389,-1
-1,0,0,0,0,0.41286,-1,0,0,0,0,0.46565,-1,0,0,0,0,0.28322,-1,0,0.37376,0,0,0.35394,-1
