-3.897826025861459960e-04 4.140659165801005570e-02 2.300901742455666726e-02 -9.891237806847181721e-03
-8.641427642212119453e-01 8.181896522178491171e-01 -8.477951444748732523e-01 -7.226297377590767956e-01
1.373221823578647305e+00 1.114528030390113944e+00 -4.885609419323964642e-01 -1.569675191970355321e+00
-1.072763041391657235e-01 2.224335653806095880e+00 -1.416008198971563659e-01 -7.063146738208850861e-01
1.781982501528169283e-01 1.126219752048444489e+00 1.472716931159655962e+00 -1.114502141172939664e+00
3.368204845025979388e-01 1.266872829491901609e+00 1.130620346231025586e+00 -7.095846902414131296e-01
-9.934017331353776070e-01 1.806827535140857588e+00 2.107137189511226527e+00 -4.375144035037062951e-01
-7.665859573184276021e-01 5.823441329964400559e-01 2.106952231789164465e+00 -4.763564462962444623e-01
3.230141331582039310e-01 -5.330528382136314747e-01 1.176461203585039250e+00 -1.213624326058423630e+00
7.718647661961053341e-02 9.691863955567400768e-02 -1.637375904666730220e-01 -8.296040066884399211e-01
-4.105570347042852286e-01 -4.859961946376435415e-01 -1.229422217474153700e-01 -1.319664958345369676e+00
9.977470479554306770e-02 9.147490317644167979e-01 3.665125245511012819e-01 -9.341994235340557173e-01
1.989875214971671691e-01 8.616006352621958797e-01 1.105063591429535030e+00 -1.229059692377965973e+00
-2.905029791612697143e-01 2.786349139991289303e-01 1.093419786164071539e+00 -1.203293598204454272e-02
4.999977249867154638e-01 -1.302366667610328488e-01 1.317337091485181855e+00 3.113133402728170407e-01
4.532237337081034267e-01 -2.095623964853694232e-01 -2.001566036797441661e-01 -3.542621662117570458e-02
-1.096088303825283772e+00 1.104890851591638912e+00 -2.498684659234517436e-01 -4.819625969508772312e-01
1.953767826892257808e+00 5.803893873630776579e-01 1.856051654289628372e+00 -1.018805601108204506e+00
-2.673594244876341453e+00 8.980064229255677599e-01 5.114988643913011002e-01 -5.338553780668058302e-01
2.686916733281041303e+00 -2.541087627040245156e+00 -2.273673815993117533e-02 -2.632365152897216398e-01
-3.461467529399065324e+00 -1.145588599466942914e-01 -1.023189990105656255e+00 5.126661348285405095e-01
2.012991093002291176e+00 -1.368682186860952887e+00 8.039141412247839957e-01 -4.849544160399136827e-01
-3.212224631042482348e-01 7.279147925076555614e-01 -5.061395647448663215e-01 1.226027945301991551e+00
3.407795983967405462e-01 1.174511046112644230e+00 5.171045203378279442e-01 -9.009086523465192897e-01
