3.659866949088841359e-02 -1.024462331220879485e-02 -3.292565420065472759e-02 -1.063663959067376839e-02
-2.305227068949791958e-01 2.346398216830777594e-01 -3.620593869852152813e-01 1.638097030318628855e+00
-5.826980775110621735e-01 -1.064031427348460568e+00 7.933043722966430789e-01 -1.246476330129829613e+00
1.723875436533127692e+00 -4.012224679847852804e-01 -2.138233717419759095e-01 1.014099687195881394e+00
1.563683505417666098e+00 -5.559017355318696119e-01 -1.710643124135245108e+00 -4.144331379407467097e-01
-1.874385305390642298e-01 -6.184660475273553448e-01 8.445947546811140016e-01 -1.877535952692046761e+00
2.840654676092860820e-01 2.347187870598259063e-01 2.906157701526427828e-01 1.865805918476508118e+00
4.655409494958034355e-01 -1.787378668650240865e+00 8.478552389794810074e-01 -1.133360890077885985e+00
-5.623941510207225436e-01 -4.548696411953648266e-01 -4.067220203178566196e-02 8.566295527990001046e-01
5.520785162868016016e-01 1.971662713924792865e+00 -1.222904638677684508e+00 -4.601051162428310137e-01
-6.343754338626272915e-01 -2.254038706643798129e+00 1.718144227180155914e+00 -5.221118808130431610e-01
3.532381561595364095e-01 2.305944592384195246e+00 -1.484945043981267254e+00 1.783590280329678146e+00
-6.197702972062852506e-02 -1.363352780005689047e+00 3.576045643488412473e+00 -1.710229378210543771e+00
3.298917695063337541e-01 -1.058874766098018672e+00 -2.678607895992963339e+00 2.723604697915261053e+00
-3.824620755618824974e-01 -5.386815613338412634e-01 4.706111168312347992e-01 -1.627717695266157394e+00
1.680510441040774294e+00 5.123152627968563522e-01 -1.156895639446057777e-01 1.981408629418259126e+00
-1.173137361203113960e+00 -7.856316058997120377e-01 7.044572726911375593e-01 -1.329440466491397022e+00
1.389985520557136311e+00 -5.205903306119097351e-01 -5.332732208998586243e-01 2.338321542171820921e-01
1.353010616136632836e-02 2.720724114855692655e-01 -4.291728127640016544e-01 -2.394292104328356874e-01
1.120500232145680064e+00 -1.129585510653006164e+00 -3.744659374518328199e-01 1.897522211727172559e-01
-1.775204311874106544e+00 7.582063015313793286e-02 -1.493983399939021073e+00 -8.551732939037245407e-01
1.626466473442944372e+00 9.476766933538166571e-01 1.223825828354805578e+00 -8.499554445859799356e-01
-4.161004651778237862e-01 -1.872633210294073924e+00 -4.875057695808610037e-01 1.568381423425745602e+00
6.270012186210518479e-01 2.713300120048509623e+00 5.182396258504707448e-02 -6.961497886038404692e-01
-6.061959737983699803e-01 -1.159015051360104520e+00 1.251600765848162711e+00 -3.804667852229933200e-01
1.559314316292732316e+00 3.425356352784816871e-01 -1.076259700998756091e-01 8.591593896219388293e-01
-1.471733544170100716e+00 -7.225597790094513695e-02 3.093558122571751778e-01 1.271392543610553039e-01
1.336856466486639583e+00 -3.899002135316113893e-02 -4.198843385636268355e-01 -4.980800564410394760e-01
-9.856825684954942934e-01 -4.047220090377235957e-01 1.295062757779725238e-01 9.585888759799057190e-01
1.307776267011601989e+00 -1.129741571943211620e-01 -4.767091137614998253e-01 -1.121718159723372521e+00
-1.218535264847484673e-01 6.925235737141605119e-01 7.895354345900519322e-01 8.729974188887490438e-03
-1.060885667285230261e+00 -4.855054891086587054e-01 6.713292507082935234e-01 -5.526485353243094645e-01
-5.660425911382157560e-01 5.604896147252738103e-01 -3.872252699439820423e-01 1.267155712579360438e+00
2.613918869185684057e-01 4.354294052435662143e-01 6.450211235729268466e-01 -1.169315951160116995e+00
-3.989904152534030080e-01 -7.195728168775941125e-01 -1.990476693656100027e+00 5.263587114348168283e-01
6.276812698420745074e-01 8.676995118385909533e-01 8.511025377523997459e-01 -3.213768011262114199e-01
1.909089798757740430e-01 -1.599199483348720197e+00 7.260526160986632283e-01 6.771584185222970786e-01
-9.981643405742796071e-01 6.101032612187717863e-01 -9.047053784464864634e-01 -2.563277504770623549e-01
8.948700670481279928e-02 -2.872405558649417379e-01 8.142045713585234212e-01 -6.301001362132088168e-01
-2.948094513137349687e-02 -1.340077968898840455e+00 -2.670355947845046707e+00 3.872430618068858910e-01
2.240331612755076307e+00 1.045388033654457871e+00 -2.281244073515251158e-01 -6.484677420864267683e-01
