-4.902505061513678375e-01 -3.988383532393481867e-01 -5.363404643548528306e-01 -4.174750327009864592e-01 -5.040456729129428881e-01 -5.304668651917502364e-01 -5.822511985516775068e-01 -3.378139576226429353e-01 -3.981842030416988254e-01 -4.735296527115674392e-01 -6.558274192130204572e-01 -3.182940202076765535e-01 -3.380108926485303478e-01 -5.239269130542543174e-01 -6.188518419049180430e-01 -7.814747631691780771e-01 -5.811928823203131866e-01 -3.893989933947401560e-01 -5.086184340422715833e-01 -6.197410689050751875e-01
-2.523236340336137418e-01 -1.855861965510912648e-01 -3.111577393626369648e-01 -2.350901160827464642e-01 -2.828655738466738789e-01 -3.345438002421555757e-01 -3.592624386937645631e-01 -1.437629055132402245e-01 -1.714623262779628454e-01 -2.989345061666046077e-01 -4.494607424272981100e-01 -1.240761707424887506e-01 -1.428109201539252415e-01 -3.351251758302896677e-01 -4.117299973366301269e-01 -5.662495472790810558e-01 -3.667234320968982830e-01 -1.658363097363054761e-01 -2.998934372095513612e-01 -3.995771165434626182e-01
-2.597482128866636722e-02 1.568984101974086817e-02 -1.152756000481394844e-01 -8.705389945880458169e-02 -9.193965783467626662e-02 -1.575389495384938721e-01 -1.423780644590896538e-01 4.306983140189532544e-02 3.267042794831357538e-02 -1.535979552714041574e-01 -2.609976381192274930e-01 5.813853986721749523e-02 2.759469486101914434e-02 -1.784287214627818807e-01 -2.322833383514967542e-01 -3.639568497398159574e-01 -1.640583387780746860e-01 3.920939031866409186e-02 -1.137313527061987184e-01 -2.010529416287021032e-01
1.919914102442507597e-01 2.008383950908397275e-01 3.811784413447946718e-02 2.814495749159534946e-02 7.919755240203069091e-02 1.636152727965609066e-02 7.359242559316887811e-02 2.214820840449873984e-01 1.994756745270399589e-01 -3.331133455298303236e-02 -8.732587719946297011e-02 2.326120144284622715e-01 1.658964031181652532e-01 -5.210565885723884155e-02 -6.955313127840925813e-02 -1.642421843519467073e-01 3.011956143606048242e-02 2.210628259256950112e-01 4.835191232195609756e-02 -1.760029416705258254e-02
4.046997327169172265e-01 3.547344118608505847e-01 1.332491973861906487e-01 1.191651024206211579e-01 2.518176215672612850e-01 2.060016137971602268e-01 2.916879024549468569e-01 3.752404935057352398e-01 3.108168277058561135e-01 6.929768472443077754e-02 8.230020986989183829e-02 3.985076743767325680e-01 2.613153795863902840e-01 4.797543678953368473e-02 9.380070311568557140e-02 4.597683601701053890e-02 2.131046850906909151e-01 3.672904312013554606e-01 1.862607015115517461e-01 1.618777397874761881e-01
6.051387899829069328e-01 4.437967572411096739e-01 1.646881764144455251e-01 2.131699311170782152e-01 4.607144444451211074e-01 4.284071979981067813e-01 4.933752078975352506e-01 4.625775545378549292e-01 3.590646011538650706e-01 1.775216904849727384e-01 2.648456604991126784e-01 5.411924864809748437e-01 2.989292574287757964e-01 1.371477578716365220e-01 2.845315660201084840e-01 2.771883138538957514e-01 3.625878321396038273e-01 4.573347692769421102e-01 3.103569580305149955e-01 3.561275851364679168e-01
7.503018400357435169e-01 4.216202962340157012e-01 1.674049774840943028e-01 3.608945059930995791e-01 7.507245538811840868e-01 6.732832694412977936e-01 5.998702754489648736e-01 4.338332063933035276e-01 3.868392594224258629e-01 3.371544796282223699e-01 4.691715171737045331e-01 6.134592338455031602e-01 2.711331833660234336e-01 2.527837456511983771e-01 5.401489287802987427e-01 5.146271140212843598e-01 4.170211658084060913e-01 4.819398034845411294e-01 4.571083397344692933e-01 5.868851703316889656e-01
7.219322606968064937e-01 2.835497801637240634e-01 2.409745040465964550e-01 6.324625612307080980e-01 1.144278571416902590e+00 8.199251820229964682e-01 4.665907701973019406e-01 3.336769307922936023e-01 5.099062910498157741e-01 5.966486875247990485e-01 6.459170121988657698e-01 5.256596020972662542e-01 2.186945300558231775e-01 4.572126809190936170e-01 8.958987275366981917e-01 6.539007523978705994e-01 2.843810492265261836e-01 4.996656890486230740e-01 6.962557683939943898e-01 8.411685682343933435e-01
3.610434741297885441e-01 1.744786459346110430e-01 5.171014179440693859e-01 1.107224341069409590e+00 1.463711989595585461e+00 5.398480746993983281e-01 1.287210516744906608e-01 3.770056288188811666e-01 8.519923480514441927e-01 9.279846590710881804e-01 5.915811332467562078e-01 2.414385017007848744e-01 2.729632272668324755e-01 8.301186293582930587e-01 1.283712476172061745e+00 4.151938293570949789e-01 -1.027376884084948809e-02 6.557790401095749955e-01 1.104166753696575132e+00 9.454176182231044390e-01
-1.984992307997782146e-01 3.099066990775634078e-01 1.150863817779652187e+00 1.655532007439096898e+00 9.226463798461735921e-01 -2.179118886564833379e-01 6.529203677823844365e-02 7.187360291251962963e-01 1.441907494832580738e+00 9.660953817411410682e-01 3.443122305022500856e-02 3.512069916504943073e-02 5.592812806043524487e-01 1.425280946922632408e+00 1.220556740393018424e+00 -4.285951458077852938e-01 -1.143621999988033711e-01 1.043134287138611782e+00 1.586938921149577242e+00 4.286420427460810312e-01
